TestImage,TrainImage,Norm1,Norm2,Norm3,Norm4
image0,imageee97,391.7035071789633,123.71918438904284,445.7560605618729,406.47945761316157
image0,imageee1254,904.9706353698501,515.6969968005925,1459.8797180998681,585.3495487187804
image0,imageee4320,311.216485125499,66.24554714907266,847.8629766403413,644.6030450674195
image0,imageee3809,153.59593407190164,984.5420539182061,372.6536577140363,474.1321688600973
image0,imageee866,516.2836798888957,612.5492272129155,683.4723975126357,1004.2290904454969
image0,imageee1174,620.2844548835234,508.2429399685054,608.3324165324334,793.7701122194005
image0,imageee1023,329.06762537811244,672.2466799492953,475.90797311572743,498.6485692680571
image0,imageee4193,31.04996113185994,276.4438865474691,452.1382931419436,771.8863369872922
image0,imageee4434,406.81221699650337,392.7441872344517,592.3224224302081,417.98691313354544
image0,imageee2154,1231.606946813414,585.0976253336358,1055.2690725448551,835.3189708103002
image0,imageee731,871.775247142112,62.0176029695601,635.5764791051746,1158.527946944186
image0,imageee4192,436.3487962785848,235.3253069074171,837.2222974693759,82.89626380338265
image0,imageee4532,164.89700873669585,1216.7916418700124,175.46005480915008,1394.4066729920041
image0,imageee2979,982.8760094791967,447.337193570354,820.0097189855803,507.09943027551327
image0,imageee2268,782.0941740844257,553.8655423860109,1000.0062970088937,160.85465858867752
image0,imageee662,91.83977596433913,542.4979265306923,357.7559004401047,638.6584693236285
image0,imageee4172,790.3971220821148,660.7503523531716,739.2587394594533,164.669797493317
image0,imageee2874,922.3143695948418,778.4620447469164,1057.438674975041,959.4164816492786
image0,imageee3075,234.23420398537033,276.9576233220884,24.435953273608856,605.0514190732387
image0,imageee4687,741.6819014588599,651.6619101661458,358.9660315197799,395.3460831197777
image0,imageee1782,1656.0254072583186,967.8120004674518,341.74382574672813,579.6019371066236
image0,imageee4848,129.9767100027152,298.70136134661334,371.21013483236163,365.62552027634786
image0,imageee2618,1299.070116530205,450.1210133786582,951.3636948815106,383.28844883262525
image0,imageee1235,106.08092263828567,617.2818601538925,265.1834981077816,114.29686847626195
image0,imageee920,941.9140045452663,395.14292322447074,502.29684023029637,179.92307497539028
image0,imageee728,94.0740094985859,62.60959071955369,590.5891730748115,322.79187172312726
image0,imageee2610,199.0776178774749,25.83471989513327,365.3399626500498,181.05189558099076
image0,imageee3719,745.709483462883,284.4020147345478,1007.1532772688081,643.6127401351685
image0,imageee4290,1379.6498208605474,636.4681473656564,1322.4012430825526,984.9428438177923
image0,imageee3660,495.01846524400486,126.1599134556613,518.2697777784654,359.7274410348476
image0,imageee859,973.4956969072335,725.6120862204822,894.8348686089744,725.1454964340401
image0,imageee184,386.59412164969604,27.58556467973805,345.5587412026787,408.6818445633717
image0,imageee1740,379.9640859646341,613.7192318259304,510.1827488319359,300.597759175064
image0,imageee2692,1124.5234571908,622.4285577894863,1009.1950694948774,940.7958482964674
image0,imageee1839,1097.3371522117075,444.82034279376217,1209.616848130097,135.2639160951655
image0,imageee3029,1088.2932414662562,1132.9789541989387,1398.9201740169133,1423.487475349671
image0,imageee1720,563.1034662380085,1361.6439450008545,590.2966667398942,572.5337874642771
image0,imageee4254,213.14218408836842,347.73383050025467,373.0860184088516,366.67749464709414
image0,imageee2362,850.9134965092924,394.5909277235732,790.2669961672127,889.0215491349913
image0,imageee2603,302.9022829079699,123.8456533351494,598.1206951452942,100.89916228963445
image0,imageee1355,355.78709990632024,794.183304866452,997.4916087018725,516.1711366376559
image0,imageee2552,699.4527208947934,85.0430298744112,628.116320629547,154.5675423715469
image0,imageee1865,1082.7101515778313,24.359496530922005,702.3923802203512,212.63901978044882
image0,imageee2656,878.0627502282734,181.20906648161917,872.5634444277501,91.8931575995181
image0,imageee1671,638.7351762578521,126.00076301431615,794.1350346225693,146.7555136566252
image0,imageee327,636.0435017807664,543.3545637396177,420.520338764964,245.9174455060887
image0,imageee2823,159.27567550646296,15.210953693966475,1007.4269945362148,689.9442658784769
image0,imageee1426,1431.0773501584633,1008.1454732231895,866.4344769681371,731.960032484042
image0,imageee2619,251.69852374193616,23.09721552005761,182.2431598191546,25.600612654583
image0,imageee1410,1211.4169023962847,78.58583063854434,1407.2973035183325,702.660314835618
image0,imageee1681,907.5748528128412,641.4013897269944,1258.5561820785556,146.6974615161763
image0,imageee3073,612.6593300587289,727.4106729008316,290.81897338045223,575.7541202724827
image0,imageee1049,83.8602939622204,597.0965694001349,619.7214017486972,332.53514529745553
image0,imageee3514,718.9587558838056,121.44364134519392,639.8340572342876,724.8391577823178
image0,imageee1328,813.7387065910531,794.3108250498858,724.1934330474561,845.2662819269202
image0,imageee3876,1304.9305164282387,551.4977708514787,1408.8553255633383,1250.5900567657934
image0,imageee4674,651.3972897604658,612.5432462478306,724.6682951299995,491.3618529420351
image0,imageee1162,566.8705554529446,411.6483599716632,695.660093198805,523.6249313036192
image0,imageee2207,173.45871283037349,253.99173041040143,22.83762224466474,341.03306391678507
image0,imageee4727,413.50820416323035,192.45182711218928,317.25611443950174,227.75823054418905
image0,imageee3581,1324.0272458660427,588.3678565283199,1170.7751486938469,275.85158465497307
image0,imageee2918,719.1885980752127,1112.3130091324924,792.8982341387006,960.2500751158107
image0,imageee2630,792.8128594670749,315.6302892396101,438.7221852556015,795.4977016285843
image0,imageee1661,475.2379960795639,208.51779959866715,793.97002556276,246.92296397214656
image0,imageee2522,838.9075756406069,641.048487126793,500.07200381536086,719.6436068125951
image0,imageee2054,1091.3564986892961,325.95169203378873,839.8380644006972,636.7530529582957
image0,imageee1650,72.40982572620922,27.90468305034117,674.3064707524097,355.4370699997822
image0,imageee2923,1108.9396889109523,527.3014395363813,633.0405143741589,1005.4738054935298
image0,imageee311,153.33329134053048,166.1592028852748,292.7115412459847,267.1063650623472
image0,imageee4944,706.893632884736,275.1658548589011,500.5432503330255,743.8107296379637
image0,imageee2358,861.2360394102594,1163.5217748087787,885.736131979982,649.810684490729
image0,imageee249,785.1398406708769,919.4548337649377,884.2507698106851,831.7485573500919
image0,imageee38,644.1394450911698,370.8694254772968,692.764248250976,254.3367398084477
image0,imageee910,852.96528634574,455.084643578357,522.3169530943449,389.1742011785084
image0,imageee2099,304.279268645565,744.4806101061935,737.416108559089,229.10553789079367
image0,imageee4485,413.79584195721424,454.3950976202645,163.66694470112134,323.1538093397164
image0,imageee4535,382.04527916018026,220.5936416449708,843.0671814371676,705.9271448057442
image0,imageee1545,90.11432927892199,221.9467998922714,869.6399688411924,417.7303746573022
image0,imageee2360,1206.5502896448702,860.9787646929627,1102.3750619107093,588.9151302172328
image0,imageee3115,28.49225063995473,281.02427266396404,911.111534089312,1102.4182655748225
image0,imageee1834,725.6012087665996,1344.4821985301262,781.2222376080447,1173.5510332351848
image0,imageee4383,1015.427295961267,115.73860423411008,1317.3106085948525,177.70252965363179
image0,imageee781,703.1787682445624,561.6312360111389,541.1915703997432,709.6029362736317
image0,imageee2683,263.26451944908933,989.5310613758467,460.4378144307115,771.6445446490305
image0,imageee428,853.6067797126026,1245.1855572827085,799.150152522459,984.2829599779675
image0,imageee1064,324.0102698630864,238.06439606159063,84.19753951410938,103.28526144024629
image0,imageee2674,1229.2826809681487,368.55990832920224,1325.0402311392243,756.2543640989519
image0,imageee559,1263.7324019538548,855.3723914493495,475.5828322631923,471.4191033026661
image0,imageee4625,146.65896200280403,342.7720623562252,312.91265108229476,295.9625473074422
image0,imageee3671,414.47779556794114,567.664512377954,713.3475215557282,441.75311842036865
image0,imageee3986,469.2237059643406,451.64587283866547,522.2315039193631,683.7458395808123
image0,imageee3805,514.2020027213623,91.59464226372661,533.5434840352565,34.34546035533646
image0,imageee967,580.2459086453605,132.00991730695822,873.2810815076951,316.14208168290384
image0,imageee4287,1016.7110281017416,814.5389641814934,1150.2183403982217,910.0448973968099
image0,imageee2770,68.72934123509395,153.68733133892331,100.84732833536019,285.78963763035557
image0,imageee4921,736.0800862055434,209.96889529823238,739.5496301815181,81.79226830403944
image0,imageee409,691.4599424016624,286.19516009078495,290.23865747820366,110.46857311059112
image0,imageee4149,757.8194910945483,1073.4019381627936,840.5280207742218,1128.3825149137328
image0,imageee3569,1355.9671394288396,302.96620684292515,232.78218957177592,631.3558207076497
image0,imageee2627,762.5532160840511,635.6381847728549,1015.8044265371856,327.36113001190284
image0,imageee1315,582.4764722710181,713.1915137308981,659.7525765687011,990.6681915371811
image0,imageee794,607.9539243667895,623.2200845365862,257.12436549961575,404.49577691828875
image0,imageee4853,669.9131017535854,919.0811854753854,861.7545268598884,838.5487984377771
image0,imageee4022,580.6469122080131,407.29002166592505,673.4656588833466,541.6495831633863
image0,imageee296,401.02497435934106,279.8710347447193,169.4594928473766,548.0812717160292
image0,imageee871,1186.777078577776,16.909011168309004,1142.9383373060512,225.32102488210035
image0,imageee2831,145.44166765150229,169.6754210147126,335.8287909322993,160.13526798887872
image0,imageee2342,922.6481198253157,630.2061243142913,1092.4917920038897,790.5071120883856
image0,imageee1799,153.7070859606673,256.8625863734538,141.10926852645102,370.101927183283
image0,imageee102,369.20283646700176,505.80417298319105,1128.8670306984166,876.9766867911255
image0,imageee2859,521.5565279378549,717.7291766395385,502.92868766983247,1263.1182719972267
image0,imageee4132,330.9262530713751,754.4554400363085,870.3292806810879,982.8021606771575
image0,imageee4283,1131.9973391594128,207.35293690215772,1225.5917836232177,672.9973549074621
image0,imageee35,1163.0530983467822,265.97763747952627,924.6767680600128,147.28564842027228
image0,imageee4875,1008.8357662951139,315.65782253730043,22.901380599867686,328.60866447195195
image0,imageee4204,329.3798027282485,19.40434432105333,251.43216018699744,429.1247753900955
image0,imageee1350,440.9621673393876,281.3800090477642,912.5953903025371,391.95943028436005
image0,imageee1730,395.5765596690482,737.531218931904,834.0033043971767,350.101616331973
image0,imageee1035,150.3052776493559,24.96945258330693,89.84902446810442,34.91463694469737
image0,imageee247,293.1635563503076,76.79697472400832,1370.4110702299,223.63322005867084
image0,imageee4235,375.75620867103447,18.767485043553098,494.2377731835051,285.00316975995196
image0,imageee4020,27.779671772179306,213.32248925835253,261.8660460715552,599.360236961437
image0,imageee2486,1208.332274614822,145.29339751134574,999.8966482217448,323.32858664951
image0,imageee3119,247.88229542413876,1313.8992988485454,761.4452893343815,1003.1240709750261
image0,imageee1899,283.5217588573052,310.9959253516356,554.1113459014355,1454.7329764371225
image0,imageee262,482.8725680952377,99.13234897655758,477.77972875738465,197.41120512714096
image0,imageee4110,1301.5959936086424,946.2666554144607,1064.2517757850294,1525.6884666703977
image0,imageee694,937.9163000289097,188.50090761410146,1303.5397064099773,264.0487434165897
image0,imageee4611,1177.7674275077823,1224.3080617557944,729.1866275311348,940.38348282396
image0,imageee2626,597.4439714348956,567.722051785775,733.425608356683,565.023492117195
image0,imageee3857,258.36509598055255,30.97397659568412,352.51769175750604,40.974598899196145
image0,imageee4050,832.7308881036058,880.2556598932838,289.50659925153707,1006.7646571491474
image0,imageee2855,242.10822117520107,803.8990930987858,911.9781341429248,399.98107905193484
image0,imageee4884,466.32577741629314,268.58164929631755,559.2453913576043,480.8691714666682
image0,imageee3570,351.878033833344,268.9659894219339,262.4971192265926,87.84049924197845
image0,imageee1785,920.2924784303299,1308.854880817247,825.4006056158426,1327.0963137861054
image0,imageee2919,866.0729245763662,328.07797615592847,903.543078615115,23.466571527814107
image0,imageee364,519.9236204116045,287.8017882805279,767.3251101847898,207.7947655692991
image0,imageee4238,675.6870667281489,236.43591673280062,986.9791495976046,182.3996975845632
image0,imageee1743,1175.1735923281333,701.0419069902314,948.7170489882168,554.8028098020683
image0,imageee2020,813.392412707575,694.979590939957,17.89924090345739,509.3246529029593
image0,imageee1570,161.2979512765427,347.34392201735704,1333.996241427145,483.0796899630327
image0,imageee2121,1111.7098992539372,328.52548328581736,1014.4001115387805,274.8959792409665
image0,imageee3522,593.4857393805432,855.2718813546717,1229.810134380405,941.2426678251153
image0,imageee1458,837.17605196087,1196.3043541836453,871.666105563753,1057.8054949638279
image0,imageee3431,264.73015631712593,202.5183972576316,694.6647176309949,312.93997283977626
image0,imageee15,577.8088275962392,611.5949990418989,911.1227015104005,817.9939066075799
image0,imageee4619,638.2489950705836,803.1046935034931,1079.0693660183947,966.960424303549
image0,imageee3300,1024.4993224181117,621.8977826979528,1098.2907752451217,1025.2517853816596
image0,imageee2796,386.41229676851606,23.793124707570374,780.23399419974,160.07273654542195
image0,imageee1902,780.9854677914054,680.1476659090947,131.62546906108227,675.9778105819374
image0,imageee1707,1247.970805856335,977.7782141270791,1374.4732161295976,967.670061927587
image0,imageee4838,376.07809501965176,29.231447969438953,441.04233420983525,69.88055452033824
image0,imageee4266,841.8120077158854,1039.6412800013813,909.7974581349409,626.3169281545246
image0,imageee2505,1474.134658923377,394.62421195657794,1692.712856236574,519.8991688056922
image0,imageee4828,397.3273333058145,534.7995105533938,234.34150351188325,811.9041754678135
image0,imageee2681,611.0228251776849,265.29331537935485,655.6901342813309,474.8514255561945
image0,imageee196,1645.7097862312971,451.9637355715944,516.2239369639886,270.4858453850588
image0,imageee2575,443.8065664607948,31.202729339915432,810.9578526030251,424.2230235566899
image0,imageee2112,902.2874440546037,784.0462858961773,339.90896472560115,1200.9191874823966
image0,imageee3236,1036.7505470225274,95.2772033558921,736.8192147797516,65.39497704380665
image0,imageee4130,21.565850091985848,66.50804237391169,990.8895039315281,874.7985666540956
image0,imageee2242,1123.7920826353957,743.5666381797131,1107.1121136889253,608.9029525333082
image0,imageee2695,589.0909756455534,1085.924234124223,472.731240998625,494.83980157839966
image0,imageee2298,894.2643358793085,868.6960023107854,1008.6318821291093,1006.6321242190517
image0,imageee2819,689.3680030905554,905.8475384032567,307.12453811416583,1086.1620396985707
image0,imageee3982,326.7636370171716,863.2027173835995,28.791157210331168,269.58166240061666
image0,imageee3909,296.474856335255,73.93533940667363,469.4403355585032,85.82926034383624
image0,imageee4929,78.20635273313803,303.08714984065216,780.4717245939343,996.3514022951741
image0,imageee3027,445.32043585193804,149.9949994371477,63.6635307726486,246.5564332232481
image0,imageee3053,206.51730396175054,694.2004150922265,317.8199952983292,789.7393414951862
image0,imageee717,89.92084449759147,255.94569393228699,266.98910898961765,113.69399956857883
image0,imageee4774,487.4736572087361,1058.6679411509872,728.3189929902559,1065.8247316237646
image0,imageee1924,299.3386656012385,20.94981146693195,897.7932543102784,247.11749776768158
image0,imageee582,618.5608033566706,85.77679497766245,376.97106984583024,95.04504473011727
image0,imageee2901,828.0571757705441,405.8780154801931,676.4058991691008,849.6093044636042
image0,imageee982,1257.886346486025,43.883566428334014,953.87818037848,35.3112749766985
image0,imageee4711,687.1137464950253,100.82556429869383,697.5362526090383,383.4881226449001
image0,imageee1744,420.1416840427283,520.0193261795853,631.032425825163,464.9766428686396
image0,imageee164,395.1026616013994,245.4531364286674,970.4947295937832,709.3971861661347
image0,imageee1106,89.87885463750636,145.4064137747371,437.7964238962097,100.69059706725322
image0,imageee4636,1181.841893168456,45.21757379448816,1188.5654595412489,339.3494851735004
image0,imageee2551,727.6373642817966,561.4371835050471,783.1363603287934,970.1775141580588
image0,imageee1413,1456.699816834258,1273.8450378279222,1548.9945695796225,1243.631764686231
image0,imageee4058,822.7035003357348,186.3662427115758,1379.2108460998054,148.24520869754923
image0,imageee1765,325.93397316343044,28.33926514714148,171.11335346976816,54.04545499179393
image0,imageee4565,578.1564000033467,586.424497791284,560.74980466487,377.654767208756
image0,imageee501,322.2220336351011,598.9822032351216,523.2786641166638,955.1071538685595
image0,imageee4700,430.3349163722365,1254.1674876529287,294.30140903891373,1315.1193836872262
image0,imageee2808,1459.1655734549522,363.0549582614041,736.6333491194514,70.11960657148647
image0,imageee3328,1274.914775929203,259.49189461690327,1078.4366896951672,122.61036988150715
image0,imageee239,633.9177726289661,582.7263113014458,854.9050863548418,655.6273066473282
image0,imageee747,1004.5012282485121,714.1800333345507,382.1560691565948,472.3079520039019
image0,imageee1360,800.5800190280922,397.0306132834347,691.623461079286,445.19772022394744
image0,imageee663,1050.1255930884172,385.81968778871277,1338.0614181061046,351.21584378667984
image0,imageee2253,188.6052231449596,90.86355238669704,263.2396230257136,117.68286618369707
image0,imageee3538,1064.2801680242287,917.6902067552971,713.8359488408037,462.8378159284742
image0,imageee4740,506.99102715175354,968.2999343306907,141.59944306295853,226.55735480376705
image0,imageee3345,57.718612931272155,798.5309309131051,222.96838493116024,797.1698713138626
image0,imageee2102,216.00879635216245,93.65374867686799,992.3904352853064,728.4725690314773
image0,imageee3429,1248.5766641773823,755.8625725818682,26.153412674639625,1023.5822522533058
image0,imageee3507,795.0546380986722,839.7672802860087,1099.2874126447732,898.3737686594483
image0,imageee1296,346.2209083757794,39.061486148890936,253.7245514043922,217.20066183108182
image0,imageee490,815.9445323878639,210.2547429784165,681.8761911957113,91.26039854005698
image0,imageee3352,177.43739388150377,567.1684525795488,442.2537997599911,429.4033610457188
image0,imageee4101,282.96247315697184,140.08984887035854,492.7865043626293,431.81533026466263
image0,imageee3729,987.2702012209578,807.8580315886513,1041.3463143754627,980.0906303728245
image0,imageee1407,336.75858632039376,192.22574879934785,201.0017185315342,268.48485861692456
image0,imageee710,388.7518851165482,868.8101148821471,753.3947010625307,368.05684309348203
image0,imageee4188,761.9640578631908,861.5905298028753,417.8505424064084,922.1961107526859
image0,imageee2137,736.9182066200972,97.07413449209835,542.0231792816245,289.3082820695426
image0,imageee2812,31.875907615470265,381.20557719502204,488.10775423176773,1308.950592011677
image0,imageee4841,392.3866617517981,624.6633326872566,506.00135711792325,291.53706097529
image0,imageee600,168.80358076261294,961.1561828156027,617.5706218120647,319.67342384643115
image0,imageee2499,1451.6188138642383,513.0864232637905,1479.4430710970762,290.87747128400935
image0,imageee2059,217.7987046491553,168.89811680726334,474.938832929357,342.0319583891537
image0,imageee3752,1160.0292870769297,437.8993564700908,1135.0761814093846,419.40231162547263
image0,imageee2271,136.1831779637635,400.6033961678683,458.05014551299934,250.15859879544425
image0,imageee1457,382.74248932638744,341.16905972792983,1011.1559879254332,288.3794410797689
image0,imageee3641,258.5693716789944,225.49093369539298,215.44162854738636,535.4843872830656
image0,imageee3190,1011.9215581338161,702.9641502737247,1082.7486054808664,774.5048315917662
image0,imageee3231,555.9074770058588,314.11334566009754,654.9848839790426,235.19409321262728
image0,imageee1817,416.41882163816757,740.1198433817525,163.60686367775048,243.22254884849818
image0,imageee2794,632.1863462423723,502.06382942313263,657.2889471055561,463.92813032716685
image0,imageee556,288.5430386985795,89.0050270443754,147.49192045776596,90.26688148689986
image0,imageee3033,601.4146434726625,749.6307613970226,94.37277512895311,345.2324152133026
image0,imageee2629,925.1670254738282,385.275884177962,1032.2171379335894,569.4367706989341
image0,imageee811,1172.6618205442096,544.1489074756378,988.5561952950678,320.2285398737751
image0,imageee2710,603.4012505273168,1297.1327522621652,879.1993028544207,1436.1294988110715
image0,imageee856,556.7755831184411,105.19731465332167,704.4260208663433,621.9107658766566
image0,imageee2251,1332.1353750312094,1078.87951208895,1284.8907356785012,1068.0144387043836
image0,imageee602,75.60126243562355,686.4718362718534,88.67609527279603,193.46946715259725
image0,imageee2570,799.7628299639529,166.01610528728824,1249.4257860373061,282.6863314417946
image0,imageee74,869.9814168453028,283.47717731672856,1119.0693110336956,116.57614394133141
image0,imageee2297,384.63928584329517,1146.981220834653,757.6182899346546,865.3961503345573
image0,imageee2969,882.4343363873712,625.284911595226,947.8500049900724,643.9905769804714
image0,imageee3594,636.5583463550769,768.6165552962999,139.9721636594579,829.4977268503815
image0,imageee2607,992.0494159093888,332.04234052677725,1079.675506777675,785.7864118876835
image0,imageee943,451.248419232223,408.2723512708643,1129.3751310621196,1474.9817362981178
image0,imageee3272,33.263369656425375,15.774673056517258,920.383516877644,493.62786612778467
image0,imageee4795,547.3897006456097,136.94510411482395,918.6201072336812,555.5147225680344
image0,imageee3858,281.3268311087836,843.0766616945635,361.580587084401,834.0272827720626
image0,imageee2734,320.0795322192439,307.46262853486763,279.99472671486166,618.4044775992006
image0,imageee4216,1079.408068982662,756.6199582093175,1431.186796601855,992.1226304956355
image0,imageee821,215.9585201435452,130.7269452958723,288.094516430997,272.32216034665663
image0,imageee768,497.9827515669696,479.19957145129024,372.41013316958765,549.2469180938754
image0,imageee2903,475.98619730361946,364.601843535136,1133.990359300973,426.3782565136034
image0,imageee2164,89.19159885140532,744.5635599667972,1289.201529664606,154.91013509154232
image0,imageee754,1041.2186144939012,211.23766951609244,930.8293028700964,211.93747164791287
image0,imageee3232,1473.595550255843,755.1586474863877,1225.4990189735693,828.7731138215089
image0,imageee4811,1208.8909944697375,315.1021399169326,1176.4453571869672,748.4192438804271
image0,imageee271,651.1767568791136,291.9053353195516,703.0948130368121,420.2275000288889
image0,imageee2735,524.2586691063298,736.5344151338007,134.6212989809936,359.3993950242544
image0,imageee3342,157.42754622603394,379.80439600794506,313.64422412024436,650.4279730849759
image0,imageee4374,25.02702263434493,574.2832422250015,88.10364668190462,536.9228941232714
image0,imageee4829,619.4528100469154,710.4609580154982,631.7902247623335,1054.6193348399079
image0,imageee3825,36.44612873996346,507.8156282936256,1051.4910693505535,747.0775642775117
image0,imageee4104,1153.8134490937734,104.01907575493074,1308.0505906952792,720.3543246491894
image0,imageee2986,927.1570024774015,475.2084111565156,475.1113799780322,426.113447947891
image0,imageee2944,1103.726864196627,1171.85656873195,390.80034527367036,1179.1417745788415
image0,imageee3724,284.37050069826176,498.67827984196384,495.0958396628577,968.663250844993
image0,imageee1876,1331.8228255282384,312.14167837624615,1524.0977997853254,355.33871532833274
image0,imageee3387,906.0642786910045,775.9507520950348,36.479359889120836,80.04572897256935
image0,imageee48,602.3453940906581,1241.873666096049,377.9076042060549,307.5777637523883
image0,imageee3525,1766.2600117499774,348.2602203846141,1654.620342786408,454.21538804207177
