Img_Name,value1,value2,value3,value4,value5,value6,value7,value8,value9,value10
imageee2524,0.0,2575.0798,2756.764,3798.5327,0.0,2759.0476,0.0,2676.228,2711.7605,2631.9644
imageee2300,0.0,2191.7224,2345.2139,3236.2046,0.0,2364.2341,0.0,2176.0127,2284.496,2209.9937
imageee4946,0.0,3544.6619,3824.1045,5195.3643,0.0,3796.47,0.0,3696.925,3697.1196,3612.7217
imageee1492,0.0,3443.2625,3722.805,5082.8804,0.0,3728.9514,0.0,3524.8303,3598.798,3464.5898
imageee4683,0.0,2530.6042,2710.6052,3746.064,0.0,2727.0156,0.0,2680.8525,2649.7415,2575.1157
imageee851,0.0,3809.5615,4093.0479,5582.4927,0.0,4073.4724,0.0,3983.5112,3976.397,3881.7212
imageee641,0.0,2697.7002,2903.6257,3941.4253,0.0,2903.251,0.0,2835.9695,2812.1743,2713.952
imageee435,0.0,3069.761,3303.8398,4485.4517,0.0,3304.5723,0.0,3225.8464,3231.8904,3132.5762
imageee655,0.0,2568.578,2761.0544,3774.197,0.0,2742.53,0.0,2647.72,2715.0825,2616.7754
imageee974,0.0,2244.924,2442.824,3318.548,0.0,2429.3845,0.0,2368.6443,2352.5671,2303.6228
imageee4391,0.0,2540.615,2698.2483,3688.2598,0.0,2714.8706,0.0,2658.5825,2649.9924,2549.3254
imageee3110,0.0,2832.0273,3074.0,4124.597,0.0,3030.3313,0.0,2957.2866,2944.3794,2879.355
imageee1577,0.0,2472.4956,2645.6086,3606.687,0.0,2638.8262,0.0,2598.2517,2572.3318,2509.3032
imageee2236,0.0,2882.2803,3119.2195,4207.509,0.0,3105.536,0.0,3088.3193,3007.6897,2933.6309
imageee326,0.0,3701.116,3979.3757,5447.2705,0.0,3969.7544,0.0,3862.0352,3866.0078,3779.2458
imageee2118,0.0,2744.7368,2976.0984,4011.7297,0.0,2974.1272,0.0,2851.0906,2869.9329,2778.614
imageee3685,0.0,2371.2285,2557.047,3471.6326,0.0,2570.274,0.0,2532.9148,2492.081,2412.481
imageee3481,0.0,3449.974,3723.775,5064.485,0.0,3706.902,0.0,3599.1648,3611.2222,3506.3115
imageee260,0.0,3018.9885,3221.881,4395.1274,0.0,3215.343,0.0,3145.5107,3152.6055,3066.2092
imageee29,0.0,3471.1758,3759.9119,5127.178,0.0,3748.7158,0.0,3642.437,3661.7761,3541.6755
imageee2922,0.0,2652.0588,2875.539,3880.1187,0.0,2853.4395,0.0,2776.1472,2756.7644,2708.9917
imageee2166,0.0,2681.0723,2878.7744,3945.21,0.0,2897.9832,0.0,2738.7021,2785.6648,2726.3313
imageee1875,0.0,2594.9866,2813.6802,3815.627,0.0,2803.4536,0.0,2725.5894,2727.4985,2631.7295
imageee4319,0.0,3721.8386,4026.117,5461.2437,0.0,3997.022,0.0,3845.246,3890.9377,3775.8643
imageee4650,0.0,3743.8992,4015.7559,5461.5957,0.0,4009.0242,0.0,3956.3948,3907.7632,3813.4685
imageee599,0.0,2578.634,2818.618,3825.887,0.0,2823.1528,0.0,2689.0332,2707.0037,2610.06
imageee1323,0.0,3164.2126,3405.6218,4634.883,0.0,3408.597,0.0,3327.871,3302.0315,3212.1255
imageee3870,0.0,1193.0599,1260.0929,1695.2234,0.0,1247.8147,0.0,1304.2476,1238.7711,1213.4453
imageee4016,0.0,1989.9357,2160.1292,2912.9502,0.0,2138.7954,0.0,2025.0702,2086.154,2029.8765
imageee1306,0.0,2303.9492,2487.252,3289.9338,0.0,2433.3406,0.0,2470.3293,2385.135,2314.439
imageee3443,0.0,2539.4998,2780.3381,3739.6792,0.0,2735.6855,0.0,2725.7688,2673.6003,2574.7236
imageee4644,0.0,2365.2734,2542.2178,3449.3306,0.0,2524.1765,0.0,2517.6497,2479.9807,2409.9136
imageee2345,0.0,2226.8845,2373.904,3243.5432,0.0,2395.7163,0.0,2262.8992,2298.4243,2275.0913
imageee3329,0.0,3150.7751,3393.8723,4633.426,0.0,3399.8252,0.0,3237.9006,3295.7893,3209.876
imageee2875,0.0,2931.924,3156.8975,4278.5283,0.0,3154.284,0.0,3146.9553,3066.221,2977.903
imageee713,0.0,3624.5122,3905.511,5326.675,0.0,3893.247,0.0,3697.0642,3759.576,3679.7122
imageee4108,0.0,2311.2688,2509.815,3407.6267,0.0,2510.086,0.0,2412.9846,2406.0835,2369.974
imageee1975,0.0,2969.6938,3182.2869,4332.7344,0.0,3177.3574,0.0,3143.2708,3091.8525,3011.7986
imageee1555,0.0,3059.0347,3292.106,4506.981,0.0,3287.7764,0.0,3122.832,3227.8943,3140.5461
imageee3630,0.0,2290.9692,2463.1707,3325.3782,0.0,2447.9714,0.0,2377.154,2396.621,2313.6858
imageee3063,0.0,3273.4558,3507.3438,4775.8594,0.0,3492.3567,0.0,3380.513,3400.4663,3314.879
imageee4110,0.0,3759.9397,4046.2085,5480.3604,0.0,4033.6018,0.0,3946.145,3928.0896,3813.9102
imageee1183,0.0,2909.463,3103.6123,4216.606,0.0,3065.862,0.0,3029.7075,3022.207,2953.6965
imageee4088,0.0,3023.1887,3267.5222,4436.3057,0.0,3236.5308,0.0,3112.219,3143.3203,3057.2527
imageee2787,0.0,2870.2847,3112.4463,4234.594,0.0,3094.9343,0.0,2868.6292,2968.5251,2902.394
imageee4908,0.0,2511.1787,2736.7473,3707.7803,0.0,2709.9153,0.0,2577.8818,2628.084,2555.6948
imageee1789,0.0,3294.988,3537.519,4792.0005,0.0,3515.6338,0.0,3427.893,3419.7075,3342.083
imageee2870,0.0,2176.1746,2352.4802,3195.9878,0.0,2338.1099,0.0,2243.377,2275.2808,2219.0383
imageee184,0.0,1599.9463,1705.0288,2331.7449,0.0,1701.3593,0.0,1663.7766,1666.7817,1615.9036
imageee1131,0.0,2959.5857,3177.9216,4300.412,0.0,3159.7139,0.0,3058.0667,3080.245,3007.035
imageee120,0.0,3075.294,3321.4153,4491.0845,0.0,3300.498,0.0,3171.1736,3200.5198,3107.628
imageee2629,0.0,3024.8132,3257.6665,4468.447,0.0,3233.73,0.0,3076.208,3178.8123,3086.089
imageee1678,0.0,2844.4192,3079.064,4221.489,0.0,3089.742,0.0,2862.2456,2960.8303,2881.0928
imageee3227,0.0,2423.389,2616.5173,3550.3152,0.0,2594.0781,0.0,2535.3984,2527.6946,2466.2869
imageee362,0.0,2722.8003,2901.7766,3990.3755,0.0,2947.5593,0.0,2851.3835,2881.2185,2769.3103
imageee30,0.0,2127.3113,2317.331,3150.29,0.0,2321.1484,0.0,2217.6614,2244.5825,2177.1426
imageee4864,0.0,2246.2725,2430.9333,3292.8452,0.0,2415.9373,0.0,2259.5276,2321.8384,2249.6716
imageee2060,0.0,2610.5493,2779.5828,3770.5134,0.0,2778.8025,0.0,2834.3872,2712.0422,2644.1416
imageee350,0.0,3334.9421,3590.3638,4888.3223,0.0,3569.9983,0.0,3446.296,3482.3184,3401.8083
imageee839,0.0,2345.331,2529.353,3422.1184,0.0,2534.5232,0.0,2433.6436,2474.6746,2391.052
imageee3711,0.0,2222.2004,2403.034,3268.238,0.0,2380.6484,0.0,2301.1768,2319.2957,2281.1262
imageee3129,0.0,3362.7192,3630.8008,4918.138,0.0,3610.926,0.0,3506.524,3550.2405,3412.67
imageee1888,0.0,2662.1936,2856.555,3900.2422,0.0,2870.6377,0.0,2818.2246,2790.812,2708.235
imageee1230,0.0,2900.226,3152.3665,4269.7095,0.0,3132.2786,0.0,3082.5603,3054.3513,2954.0918
imageee2582,0.0,3525.9407,3814.2124,5178.7534,0.0,3818.0261,0.0,3694.7354,3691.095,3591.9067
imageee2333,0.0,1293.1055,1395.396,1904.9918,0.0,1413.2983,0.0,1348.3423,1344.3589,1318.553
imageee2549,0.0,2685.581,2896.8145,3912.7393,0.0,2875.8777,0.0,2809.359,2798.8423,2727.0786
imageee4127,0.0,3352.813,3619.845,4910.6094,0.0,3564.2646,0.0,3493.5242,3540.9333,3436.439
imageee3733,0.0,3099.0664,3322.4602,4535.954,0.0,3334.6506,0.0,3243.363,3245.4734,3118.3984
imageee3533,0.0,2654.1877,2868.932,3904.8125,0.0,2882.3096,0.0,2795.641,2761.6907,2690.5613
imageee1070,0.0,2515.2937,2699.9292,3662.5889,0.0,2674.5564,0.0,2603.8108,2620.7192,2538.765
imageee551,0.0,2521.1553,2705.227,3676.0354,0.0,2688.3718,0.0,2617.6892,2637.0317,2545.3083
imageee3525,0.0,3503.6243,3800.8984,5180.4956,0.0,3776.1252,0.0,3562.24,3654.039,3564.201
imageee3354,0.0,3088.058,3330.1023,4534.232,0.0,3318.7275,0.0,3193.1614,3222.7026,3135.8665
imageee1618,0.0,2410.7026,2609.5657,3533.732,0.0,2584.2761,0.0,2541.916,2525.7222,2463.4805
imageee3920,0.0,2250.6326,2439.6409,3315.021,0.0,2455.4626,0.0,2347.7551,2386.8838,2313.433
imageee3418,0.0,2387.4634,2551.7695,3467.7434,0.0,2530.6553,0.0,2519.78,2478.6274,2409.0361
imageee2087,0.0,2742.643,2920.4468,4015.6863,0.0,2937.1812,0.0,2918.3916,2870.3809,2812.6997
imageee1791,0.0,2942.6528,3187.7964,4330.422,0.0,3165.833,0.0,3055.8171,3082.5525,2992.7878
imageee4002,0.0,1932.3817,2051.569,2859.051,0.0,2054.1555,0.0,2039.9755,2075.3484,1967.3561
imageee795,0.0,2595.4045,2799.316,3794.8528,0.0,2776.7346,0.0,2690.089,2712.5413,2640.929
imageee1428,0.0,2849.6484,3047.6477,4122.8457,0.0,3032.2537,0.0,3031.8044,2982.3376,2902.883
imageee4885,0.0,3065.2947,3314.246,4465.8984,0.0,3293.421,0.0,3272.3477,3221.365,3107.0781
imageee3860,0.0,2469.1387,2652.5486,3617.8596,0.0,2648.2192,0.0,2532.1606,2595.9521,2510.288
imageee585,0.0,1524.936,1602.6378,2203.3726,0.0,1631.5054,0.0,1666.7247,1585.8226,1551.3704
imageee804,0.0,2573.5654,2777.24,3781.8384,0.0,2768.8237,0.0,2675.9275,2686.4333,2620.3938
imageee1987,0.0,2856.01,3066.8892,4183.4346,0.0,3085.343,0.0,3068.6086,3023.142,2915.9512
imageee3488,0.0,2860.3916,3052.3523,4138.1978,0.0,3039.0432,0.0,3053.6602,2994.6467,2902.2522
imageee232,0.0,2709.8557,2905.477,3974.2747,0.0,2925.943,0.0,2856.3916,2862.0198,2772.5242
imageee3435,0.0,3415.8398,3675.9731,4969.953,0.0,3641.5117,0.0,3620.083,3575.9785,3474.6487
imageee1218,0.0,2231.2405,2387.5637,3285.8599,0.0,2407.446,0.0,2361.3525,2346.296,2271.3423
imageee2681,0.0,2657.2368,2837.2688,3870.5393,0.0,2833.776,0.0,2744.3557,2762.1504,2695.6223
imageee3511,0.0,2522.2788,2713.8645,3731.795,0.0,2724.2803,0.0,2640.5178,2669.2212,2590.5186
imageee3619,0.0,2568.7812,2793.409,3785.632,0.0,2780.3523,0.0,2697.3135,2690.5771,2607.3132
imageee822,0.0,2918.4363,3147.1484,4273.3896,0.0,3130.126,0.0,3055.515,3045.0063,2967.853
imageee1943,0.0,2519.166,2715.4468,3702.6829,0.0,2732.7776,0.0,2661.4756,2634.0247,2557.0852
imageee4678,0.0,1695.3407,1844.2844,2474.533,0.0,1833.9285,0.0,1842.1239,1775.8566,1707.0858
imageee139,0.0,2884.7761,3114.89,4221.7617,0.0,3109.6025,0.0,3025.875,3016.582,2930.393
imageee4837,0.0,2468.181,2640.996,3602.0303,0.0,2658.7363,0.0,2571.7388,2564.964,2477.6433
imageee2312,0.0,2781.985,3011.0107,4108.307,0.0,3029.2673,0.0,2904.6755,2926.0266,2849.1284
imageee1481,0.0,2510.4905,2689.8564,3635.1104,0.0,2691.7617,0.0,2679.3518,2592.286,2531.1692
imageee3609,0.0,2613.445,2818.9663,3837.4043,0.0,2818.9807,0.0,2731.1045,2730.3164,2672.4236
imageee4402,0.0,3097.4888,3370.006,4567.4546,0.0,3342.6406,0.0,3213.4348,3242.387,3150.4675
imageee3142,0.0,2320.6238,2493.1592,3388.6145,0.0,2462.2932,0.0,2339.6138,2440.0525,2358.2778
imageee1506,0.0,1774.0813,1899.1633,2652.4229,0.0,1936.0039,0.0,1827.525,1893.7347,1818.349
imageee2493,0.0,2889.6348,3103.3875,4222.251,0.0,3093.036,0.0,3005.7222,3001.391,2927.7822
imageee2657,0.0,3787.2122,4067.9817,5537.877,0.0,4058.28,0.0,3914.4988,3950.3823,3849.9143
imageee2511,0.0,2908.9658,3146.204,4212.1304,0.0,3111.0461,0.0,3122.7715,3041.7244,2959.4856
imageee2618,0.0,3078.6511,3315.022,4526.938,0.0,3317.228,0.0,3159.0183,3193.4285,3124.6626
imageee2913,0.0,3318.6943,3583.7751,4904.749,0.0,3596.0845,0.0,3484.4775,3488.2935,3360.3467
imageee1277,0.0,3328.2168,3615.7478,4896.156,0.0,3554.0586,0.0,3407.7856,3482.6245,3371.526
imageee1621,0.0,2443.3643,2602.1624,3558.7788,0.0,2595.056,0.0,2591.6682,2581.4875,2484.958
imageee3568,0.0,2244.5222,2421.8618,3296.4856,0.0,2417.447,0.0,2313.9644,2328.9683,2276.221
imageee683,0.0,1974.0024,2149.573,2924.0574,0.0,2158.3833,0.0,1988.4883,2075.2307,2026.7926
imageee4577,0.0,3045.6907,3274.149,4473.3096,0.0,3255.5022,0.0,3104.0608,3174.6487,3091.6743
imageee1365,0.0,2518.626,2721.3567,3686.8384,0.0,2704.986,0.0,2646.6804,2631.8337,2570.3108
imageee347,0.0,2176.0847,2356.906,3184.9324,0.0,2322.953,0.0,2233.8286,2251.1162,2206.883
imageee3224,0.0,2910.0068,3172.558,4288.6274,0.0,3116.4973,0.0,3043.3938,3052.1328,2951.7756
imageee1091,0.0,2253.8567,2449.9326,3338.4224,0.0,2438.0615,0.0,2301.343,2362.2532,2300.4778
imageee1157,0.0,2982.873,3211.9507,4375.0527,0.0,3200.0876,0.0,3115.6587,3120.7302,3041.805
imageee4734,0.0,2361.507,2519.0203,3413.2437,0.0,2518.3057,0.0,2474.7087,2398.9004,2366.0525
imageee771,0.0,3277.633,3511.9324,4830.345,0.0,3514.4702,0.0,3431.0493,3427.2593,3333.9822
imageee4633,0.0,2124.0454,2262.1982,3082.2227,0.0,2256.609,0.0,2258.932,2207.08,2148.3237
imageee4445,0.0,1934.3317,2062.2815,2826.3333,0.0,2069.5664,0.0,1988.7085,2021.0842,1943.4084
imageee3522,0.0,3306.6472,3578.5046,4834.263,0.0,3528.1714,0.0,3438.8145,3465.5347,3385.187
imageee3763,0.0,3394.1812,3656.8765,4974.496,0.0,3649.5854,0.0,3521.833,3548.5708,3458.4658
imageee563,0.0,3230.7717,3480.5784,4718.8657,0.0,3490.4333,0.0,3439.885,3392.8123,3270.0254
imageee2891,0.0,2206.9434,2379.2947,3246.6023,0.0,2375.2603,0.0,2338.33,2302.5044,2250.2605
imageee4320,0.0,2567.3945,2773.4736,3776.9556,0.0,2750.5967,0.0,2665.5293,2701.0178,2613.5513
imageee629,0.0,2126.3562,2322.1724,3185.0156,0.0,2296.7583,0.0,2133.7646,2259.0515,2180.7234
imageee2386,0.0,2756.4915,2998.2349,4094.2473,0.0,2971.637,0.0,2826.0784,2889.0696,2806.5793
imageee4058,0.0,2606.5962,2861.78,3886.349,0.0,2849.2349,0.0,2650.742,2738.9004,2653.0898
imageee424,0.0,2354.6797,2557.8958,3475.6646,0.0,2549.8923,0.0,2436.8833,2457.9294,2414.562
imageee4756,0.0,2966.4087,3239.8171,4381.5674,0.0,3231.153,0.0,3008.8804,3111.8035,3009.6265
imageee1050,0.0,2915.0676,3144.811,4242.7188,0.0,3124.2104,0.0,3091.7258,3067.1794,2978.8457
imageee3900,0.0,2205.3247,2372.0527,3248.1057,0.0,2360.577,0.0,2279.5144,2315.9285,2257.7297
imageee2684,0.0,3179.3608,3417.2603,4633.315,0.0,3390.3474,0.0,3308.643,3303.9177,3216.2852
imageee4822,0.0,1607.5477,1730.8995,2388.7102,0.0,1715.7611,0.0,1659.6697,1707.3363,1640.5619
imageee4507,0.0,1896.6942,2077.9158,2815.6426,0.0,2047.3855,0.0,1893.6611,2014.5184,1942.0276
imageee3545,0.0,2831.2937,3073.83,4179.1587,0.0,3074.957,0.0,2992.1086,2972.0151,2887.2773
imageee3988,0.0,2162.3618,2270.6445,3126.4307,0.0,2280.931,0.0,2234.379,2220.6663,2164.6353
imageee4275,0.0,2930.8467,3151.01,4281.311,0.0,3119.7747,0.0,2984.1914,3038.8372,2979.2048
imageee4345,0.0,2942.6624,3168.6035,4313.725,0.0,3151.7786,0.0,3139.2942,3087.2527,3006.3591
imageee3918,0.0,2806.8374,3041.4316,4136.1177,0.0,3039.279,0.0,2924.8894,2938.202,2852.9329
imageee3788,0.0,2958.5498,3210.8193,4380.559,0.0,3194.0222,0.0,3008.0002,3096.493,3016.1174
imageee4346,0.0,2876.2192,3127.673,4194.999,0.0,3045.1555,0.0,2933.6633,2989.989,2930.496
imageee3578,0.0,3201.8145,3422.4233,4673.599,0.0,3404.6921,0.0,3437.1953,3331.7188,3272.0217
imageee811,0.0,2996.8987,3250.1228,4437.2847,0.0,3234.0532,0.0,3118.5542,3146.7466,3071.7214
imageee412,0.0,2506.8982,2701.7122,3680.5955,0.0,2659.6838,0.0,2501.2456,2622.4846,2558.5754
imageee1435,0.0,3423.1067,3659.5525,4991.4663,0.0,3649.6294,0.0,3633.5984,3562.5037,3489.6382
imageee431,0.0,2099.918,2281.37,3102.018,0.0,2259.4229,0.0,2186.6738,2206.7427,2140.5894
imageee2037,0.0,2705.4973,2911.7192,3928.388,0.0,2888.8591,0.0,2859.6711,2829.017,2741.1863
imageee1590,0.0,2334.4448,2492.1897,3397.5903,0.0,2508.4697,0.0,2402.8225,2423.9849,2355.6084
imageee132,0.0,3222.2175,3497.0227,4748.5806,0.0,3458.3867,0.0,3203.0515,3352.094,3278.2385
imageee3707,0.0,2723.8071,2937.2246,3991.1216,0.0,2918.9114,0.0,2871.933,2843.758,2790.2
imageee3991,0.0,2350.8477,2543.9954,3430.2024,0.0,2499.3945,0.0,2409.3455,2450.892,2402.4202
imageee3523,0.0,2654.435,2879.3108,3915.9707,0.0,2870.8848,0.0,2769.578,2782.8328,2695.7927
imageee2994,0.0,2245.614,2487.2385,3365.2524,0.0,2479.6619,0.0,2333.1636,2390.947,2295.9426
imageee4378,0.0,3085.1672,3293.097,4448.4033,0.0,3261.8904,0.0,3205.072,3204.6204,3114.345
imageee3494,0.0,2661.4463,2863.501,3900.3245,0.0,2834.1482,0.0,2752.9248,2782.3079,2709.524
imageee3963,0.0,1994.4338,2166.179,2960.6472,0.0,2165.7256,0.0,1952.7942,2114.804,2061.6484
imageee4415,0.0,3064.291,3286.456,4435.684,0.0,3266.5767,0.0,3277.3674,3183.3481,3072.629
imageee4272,0.0,2408.674,2614.573,3564.3635,0.0,2616.4858,0.0,2438.289,2495.8442,2440.132
imageee2265,0.0,2414.4033,2589.7236,3499.2559,0.0,2591.8286,0.0,2611.7705,2520.84,2452.6816
imageee4976,0.0,1941.4303,2022.1249,2787.824,0.0,2027.0109,0.0,2100.6716,2035.1682,1983.4125
imageee384,0.0,3168.878,3426.1584,4677.5986,0.0,3395.3337,0.0,3272.071,3313.8137,3228.7314
imageee541,0.0,2823.4875,3035.1777,4121.561,0.0,3027.6533,0.0,2898.7507,2932.8843,2861.7395
imageee3901,0.0,2459.637,2640.582,3605.6328,0.0,2614.4854,0.0,2552.1624,2567.008,2517.4146
imageee4850,0.0,2082.7275,2238.208,3019.2822,0.0,2199.2646,0.0,2160.392,2165.413,2109.11
imageee1231,0.0,2946.0227,3140.567,4304.7617,0.0,3154.6243,0.0,3040.5508,3055.5527,2972.0566
imageee1944,0.0,2197.3713,2368.2317,3221.643,0.0,2337.3271,0.0,2272.8425,2309.0557,2238.105
imageee639,0.0,2514.8657,2684.7615,3680.0864,0.0,2683.4265,0.0,2655.024,2622.1707,2576.2214
imageee3163,0.0,2952.8254,3189.7222,4339.858,0.0,3184.4324,0.0,3059.2844,3093.1558,3001.0352
imageee1176,0.0,3005.187,3244.8535,4445.911,0.0,3253.5083,0.0,3024.3267,3153.8684,3055.1528
imageee4418,0.0,2963.8123,3190.332,4318.768,0.0,3180.1057,0.0,3029.2407,3087.3994,2997.0603
imageee4449,0.0,2541.077,2784.323,3761.9893,0.0,2768.9695,0.0,2602.1162,2689.258,2589.0803
imageee3075,0.0,2179.0298,2347.611,3166.6758,0.0,2307.8367,0.0,2330.3367,2284.081,2211.4941
imageee4953,0.0,3693.8467,3976.4492,5421.051,0.0,3957.6462,0.0,3844.625,3864.236,3759.923
imageee798,0.0,1951.3457,2049.4592,2866.1196,0.0,2100.4768,0.0,1975.3932,2029.5503,1985.7927
imageee2433,0.0,1901.9808,2053.2815,2787.2056,0.0,2066.6506,0.0,2006.4355,2003.3147,1939.4553
imageee1558,0.0,2739.7236,2930.464,3989.9553,0.0,2956.7778,0.0,2876.6443,2844.675,2766.0764
imageee4287,0.0,3340.3584,3595.7683,4855.686,0.0,3558.1096,0.0,3471.0796,3474.049,3380.5583
imageee1273,0.0,3282.5984,3545.5415,4789.5156,0.0,3507.495,0.0,3388.6443,3398.935,3341.0403
imageee3318,0.0,2738.4065,2907.5662,3942.9878,0.0,2893.3503,0.0,2940.1497,2850.9312,2781.5466
imageee2761,0.0,2008.7694,2134.0012,2921.662,0.0,2146.4653,0.0,2161.9165,2086.1511,2027.929
imageee4725,0.0,2861.1863,3064.4827,4151.579,0.0,3047.2974,0.0,2996.768,2972.6548,2907.876
imageee1417,0.0,893.63934,972.827,1316.127,0.0,949.14996,0.0,873.28613,936.333,906.0595
imageee4622,0.0,2207.099,2357.2917,3230.5688,0.0,2351.4883,0.0,2324.8904,2313.7747,2253.6155
imageee3474,0.0,2684.7617,2874.599,3940.2158,0.0,2854.9102,0.0,2763.933,2822.5823,2741.8982
imageee1700,0.0,2230.824,2384.937,3245.6414,0.0,2378.4197,0.0,2327.5671,2322.4219,2269.4978
imageee4121,0.0,3974.3518,4271.549,5796.139,0.0,4269.4336,0.0,4179.14,4140.2686,4044.7026
imageee1375,0.0,2451.9824,2659.8447,3592.0393,0.0,2595.8213,0.0,2548.928,2576.0906,2507.4453
imageee224,0.0,1802.2335,1960.7655,2658.0962,0.0,1946.5901,0.0,1867.6901,1883.9321,1846.244
imageee3772,0.0,2618.065,2838.1843,3840.485,0.0,2796.3625,0.0,2749.3394,2759.8982,2681.007
imageee4429,0.0,2160.2776,2340.272,3251.532,0.0,2328.5344,0.0,2083.7222,2294.3625,2215.097
imageee1757,0.0,2137.533,2338.8018,3181.5425,0.0,2301.7517,0.0,2109.4973,2248.576,2162.9124
imageee451,0.0,2023.5626,2157.4128,2886.6445,0.0,2134.333,0.0,2204.117,2095.4424,2067.1873
imageee402,0.0,3287.5928,3544.9124,4818.608,0.0,3533.3728,0.0,3406.5144,3422.2612,3328.3496
imageee136,0.0,3059.7734,3330.3242,4521.968,0.0,3333.6,0.0,3211.503,3196.3472,3108.8901
imageee1181,0.0,3016.2473,3253.847,4425.8325,0.0,3237.1426,0.0,3093.1587,3144.7778,3057.5532
imageee1039,0.0,2794.7197,3017.8413,4117.6826,0.0,2988.343,0.0,2850.1416,2935.1833,2865.043
imageee862,0.0,2402.0027,2593.0781,3528.5078,0.0,2581.9956,0.0,2493.4224,2541.8157,2469.6262
imageee681,0.0,2513.28,2681.7185,3705.5461,0.0,2701.4495,0.0,2618.183,2657.425,2560.2573
imageee4314,0.0,2849.0051,3062.5063,4172.0205,0.0,3068.6885,0.0,2950.2024,2980.362,2872.4792
imageee3775,0.0,2610.8525,2785.6694,3808.73,0.0,2800.4446,0.0,2775.8555,2754.6094,2667.9265
imageee2860,0.0,3171.5857,3428.4753,4660.2437,0.0,3420.4062,0.0,3305.0598,3312.6062,3230.9111
imageee3168,0.0,1510.2917,1628.6172,2182.83,0.0,1591.8282,0.0,1599.9105,1576.6176,1557.1298
imageee4353,0.0,1896.1877,2054.3022,2803.5732,0.0,2048.1802,0.0,1983.3457,1991.0839,1928.5846
imageee3534,0.0,2647.477,2854.1216,3905.9978,0.0,2848.0479,0.0,2646.8555,2771.6282,2699.314
imageee748,0.0,2944.9495,3189.1973,4335.1895,0.0,3194.9822,0.0,3146.1252,3097.5103,3036.5566
imageee4242,0.0,1755.0685,1863.9926,2554.5103,0.0,1863.39,0.0,1858.3851,1823.1044,1762.366
imageee2264,0.0,2474.8164,2650.1824,3645.7573,0.0,2665.1062,0.0,2554.2312,2590.1726,2507.4805
imageee1581,0.0,2685.4631,2898.9287,3911.5908,0.0,2879.7273,0.0,2834.9807,2790.8542,2708.0137
imageee3452,0.0,1610.0106,1742.0708,2366.5793,0.0,1741.7288,0.0,1691.953,1687.8307,1639.1954
imageee2454,0.0,2786.0898,2996.3774,4107.837,0.0,2986.691,0.0,2943.2092,2946.1072,2834.6501
imageee2346,0.0,3293.457,3531.917,4806.8613,0.0,3521.0676,0.0,3498.4094,3446.4243,3359.995
imageee4461,0.0,2877.715,3091.797,4207.3345,0.0,3078.5066,0.0,2976.038,2996.518,2907.02
imageee3205,0.0,2961.0254,3189.1665,4350.4424,0.0,3176.7693,0.0,3054.6997,3087.9673,3010.1975
imageee3565,0.0,3911.3223,4220.22,5736.2134,0.0,4181.7354,0.0,4085.6094,4066.4968,3980.3782
imageee4237,0.0,3906.1143,4208.1143,5685.899,0.0,4202.5,0.0,4084.4143,4060.9185,3967.3252
imageee1235,0.0,2382.7,2534.453,3475.0415,0.0,2526.702,0.0,2449.5051,2491.1467,2422.071
imageee4547,0.0,2602.1724,2819.6265,3835.0852,0.0,2799.4128,0.0,2761.634,2724.7156,2653.4976
imageee372,0.0,2651.4463,2866.6077,3898.6113,0.0,2846.0332,0.0,2751.961,2786.4429,2692.1797
imageee2634,0.0,3340.1516,3574.5881,4886.265,0.0,3565.8108,0.0,3568.9885,3527.8352,3409.1104
imageee3941,0.0,3100.7773,3320.3027,4531.7686,0.0,3336.3423,0.0,3286.8079,3227.5215,3162.386
imageee4893,0.0,2643.3743,2852.2686,3874.7585,0.0,2850.0203,0.0,2789.4312,2768.5625,2683.7766
imageee1720,0.0,1795.89,1897.145,2663.2725,0.0,1973.4152,0.0,1990.122,1909.1868,1841.2189
imageee2314,0.0,2830.017,3042.6238,4133.503,0.0,3021.5325,0.0,2958.8618,2954.4082,2867.1265
imageee4293,0.0,2964.7217,3182.525,4315.1167,0.0,3144.955,0.0,3137.9062,3095.2593,3032.0764
imageee4578,0.0,3514.7158,3772.6216,5138.7534,0.0,3754.6458,0.0,3679.2012,3663.912,3569.8489
imageee1979,0.0,2307.0454,2505.8223,3413.6538,0.0,2477.5913,0.0,2378.6284,2425.3152,2347.217
imageee351,0.0,2649.2014,2894.1335,3912.2393,0.0,2860.5076,0.0,2725.069,2779.8057,2694.526
imageee2490,0.0,2880.2344,3136.9473,4215.079,0.0,3094.025,0.0,2981.0686,3010.6047,2928.4453
imageee3507,0.0,3291.5042,3544.5408,4851.646,0.0,3524.037,0.0,3413.08,3469.2305,3374.74
imageee893,0.0,1911.8212,2066.168,2834.6868,0.0,2084.0735,0.0,1965.1857,1999.9526,1936.361
imageee2175,0.0,2383.9365,2571.0278,3498.241,0.0,2548.5276,0.0,2455.2239,2486.367,2411.2236
imageee3680,0.0,2119.973,2283.1694,3126.52,0.0,2288.1516,0.0,2170.944,2204.8726,2142.9417
imageee4185,0.0,2464.1936,2655.4001,3587.6357,0.0,2622.911,0.0,2546.0454,2553.2258,2474.681
imageee4933,0.0,2823.5835,3054.2893,4180.571,0.0,3066.6045,0.0,2941.8848,2967.1353,2879.4705
imageee3913,0.0,2393.578,2604.9006,3538.6143,0.0,2603.985,0.0,2420.3845,2515.7666,2420.857
