Img_Name,value1,value2,value3,value4,value5,value6,value7,value8,value9,value10
imageee377,0.0,2852.9575,3053.3462,4144.6533,0.0,3044.584,0.0,2984.2976,2966.7205,2894.6228
imageee4972,0.0,2974.968,3190.0488,4373.1904,0.0,3228.927,0.0,3081.5454,3132.3955,3030.652
imageee4216,0.0,3455.7559,3732.4636,5071.735,0.0,3716.068,0.0,3587.978,3619.1853,3520.9998
imageee1646,0.0,3100.4854,3332.8665,4574.742,0.0,3325.113,0.0,3207.7725,3266.9893,3173.639
imageee2190,0.0,2806.572,2986.5566,4091.579,0.0,2980.169,0.0,2975.319,2954.1519,2902.3916
imageee188,0.0,1251.1783,1314.2538,1837.7296,0.0,1359.5281,0.0,1330.732,1350.0587,1303.3685
imageee4979,0.0,3030.6187,3231.4788,4413.9824,0.0,3230.3198,0.0,3188.3306,3175.7417,3079.519
imageee3904,0.0,2832.0754,3064.3433,4172.0366,0.0,3060.771,0.0,2916.5037,2969.2988,2895.139
imageee705,0.0,2006.8477,2192.701,2970.3782,0.0,2195.1797,0.0,2046.1503,2119.3167,2046.3356
imageee3446,0.0,2768.9,2937.6,4076.5137,0.0,2987.0542,0.0,2817.0793,2900.7231,2817.9536
imageee454,0.0,2612.3376,2794.4763,3807.255,0.0,2782.4373,0.0,2736.9143,2724.3596,2661.055
imageee2719,0.0,2482.6445,2659.7222,3603.578,0.0,2650.106,0.0,2667.0273,2602.826,2527.7847
imageee193,0.0,2448.7932,2626.4387,3576.9338,0.0,2641.6946,0.0,2660.9314,2550.1255,2492.2166
imageee76,0.0,2584.7534,2730.2866,3748.1377,0.0,2737.4558,0.0,2689.9988,2680.1797,2613.9792
imageee790,0.0,2059.717,2217.7114,3000.955,0.0,2199.7961,0.0,2099.2908,2149.666,2084.8638
imageee923,0.0,3273.511,3528.8323,4857.27,0.0,3559.5642,0.0,3375.3901,3446.5735,3327.2095
imageee4199,0.0,3754.3855,4052.3284,5502.6836,0.0,4034.4404,0.0,3954.83,3937.4011,3831.7156
imageee2446,0.0,3503.4912,3775.7534,5131.681,0.0,3751.0623,0.0,3570.923,3654.192,3567.3787
imageee4177,0.0,2777.3142,3018.6755,4108.3955,0.0,2995.506,0.0,2880.3748,2921.1362,2838.7559
imageee2902,0.0,2661.7058,2874.3625,3924.733,0.0,2874.178,0.0,2778.1667,2790.5505,2729.3125
imageee1085,0.0,2443.0947,2651.651,3597.487,0.0,2625.13,0.0,2598.0408,2557.4272,2502.15
imageee4460,0.0,2302.288,2469.036,3341.572,0.0,2445.942,0.0,2459.0154,2415.5327,2343.5322
imageee2805,0.0,3017.5369,3245.0847,4409.3,0.0,3242.6545,0.0,3229.416,3160.767,3061.1921
imageee1067,0.0,3272.3723,3547.344,4803.621,0.0,3523.2056,0.0,3370.755,3403.2686,3321.1592
imageee2539,0.0,2502.1064,2699.1003,3639.0945,0.0,2658.7349,0.0,2667.7441,2623.111,2562.8604
imageee1271,0.0,2388.2488,2590.6943,3520.2817,0.0,2579.3115,0.0,2502.008,2492.1199,2437.056
imageee2016,0.0,2501.1753,2671.2446,3653.5476,0.0,2689.5466,0.0,2662.986,2624.304,2520.2502
imageee2323,0.0,2097.1528,2246.3743,3091.288,0.0,2261.1953,0.0,2177.7065,2193.5615,2136.615
imageee4500,0.0,3013.6318,3248.3687,4419.277,0.0,3233.6938,0.0,3189.335,3152.7395,3076.5195
imageee3818,0.0,3227.4233,3450.4614,4696.5786,0.0,3445.1392,0.0,3350.2732,3351.695,3265.0366
imageee4347,0.0,2639.5024,2861.964,3904.0513,0.0,2832.1162,0.0,2745.711,2781.8203,2718.2673
imageee666,0.0,2906.7573,3207.4585,4264.6475,0.0,3144.9077,0.0,3100.624,3047.7349,2971.026
imageee2606,0.0,2101.8203,2299.455,3135.8909,0.0,2294.5544,0.0,2213.4497,2226.4534,2139.8225
imageee4643,0.0,2058.1133,2189.554,2998.3035,0.0,2193.06,0.0,2156.4539,2165.2622,2102.7505
imageee4661,0.0,2032.5125,2170.1914,2940.8804,0.0,2159.7708,0.0,2035.7744,2097.8853,2039.2637
imageee2116,0.0,2846.926,3045.0776,4176.8438,0.0,3025.6296,0.0,2950.2905,2955.5168,2885.7656
imageee1410,0.0,3121.1235,3394.2507,4598.9077,0.0,3370.086,0.0,3163.294,3256.4707,3182.1987
imageee4989,0.0,2651.5627,2835.538,3851.5261,0.0,2799.6377,0.0,2833.7246,2768.9194,2703.5137
imageee2982,0.0,2859.5115,3062.1057,4171.769,0.0,3050.4807,0.0,3005.7888,2985.6497,2911.4949
imageee1878,0.0,2693.6917,2866.6055,3885.5984,0.0,2867.2039,0.0,2961.4338,2795.6753,2724.773
imageee1030,0.0,2067.1536,2219.8557,2987.0654,0.0,2171.2153,0.0,2145.805,2151.1804,2110.437
imageee711,0.0,2679.4612,2869.2656,3937.89,0.0,2894.993,0.0,2812.6187,2816.7249,2711.412
imageee3618,0.0,2909.473,3103.9421,4223.0513,0.0,3098.5735,0.0,3148.8572,3027.3928,2945.9316
imageee3703,0.0,2676.1328,2861.4067,3992.2776,0.0,2902.0667,0.0,2697.026,2844.786,2736.4685
imageee4420,0.0,2995.5046,3184.8638,4377.9897,0.0,3194.563,0.0,3154.4507,3117.157,3051.3892
imageee1280,0.0,2594.0796,2806.9028,3839.4438,0.0,2776.3088,0.0,2565.4497,2708.9683,2643.287
imageee339,0.0,3031.978,3292.5532,4472.517,0.0,3284.324,0.0,3106.4915,3180.4817,3087.5781
imageee4640,0.0,2854.2642,3058.4453,4221.857,0.0,3099.7366,0.0,3021.2844,3018.7383,2925.1873
imageee3803,0.0,3138.2402,3377.2344,4618.637,0.0,3379.065,0.0,3294.5706,3299.9353,3199.9963
imageee369,0.0,2606.9167,2798.854,3828.989,0.0,2756.2139,0.0,2686.8477,2720.0718,2637.8167
imageee3482,0.0,2900.7422,3122.409,4242.5576,0.0,3104.4502,0.0,3067.865,3025.5396,2959.9067
imageee1170,0.0,2088.2625,2220.182,3061.652,0.0,2243.992,0.0,2237.8657,2188.9954,2126.9453
imageee3215,0.0,2480.7817,2632.5208,3655.429,0.0,2677.2168,0.0,2570.9822,2594.0505,2510.154
imageee327,0.0,2599.677,2810.8623,3815.3206,0.0,2796.4792,0.0,2728.7756,2721.8535,2642.7769
imageee4414,0.0,3364.267,3634.5625,4932.7764,0.0,3616.038,0.0,3647.3918,3552.5193,3435.8818
imageee3851,0.0,3498.2327,3785.3176,5119.6855,0.0,3743.4343,0.0,3728.807,3667.9868,3559.2878
imageee3027,0.0,1957.5939,2083.934,2860.9521,0.0,2074.653,0.0,2050.031,2062.8794,2004.1138
imageee4848,0.0,1627.546,1755.0066,2420.4136,0.0,1768.3706,0.0,1683.6046,1710.221,1651.5616
imageee3809,0.0,1611.4742,1774.8297,2406.6406,0.0,1755.3605,0.0,1634.8088,1705.2808,1619.0758
imageee3164,0.0,2774.9868,3014.049,4104.769,0.0,2999.705,0.0,2850.822,2897.961,2823.6868
imageee4527,0.0,2476.0417,2659.204,3618.4656,0.0,2660.282,0.0,2561.4062,2575.298,2507.6987
imageee575,0.0,2655.1794,2841.2534,3875.8667,0.0,2830.6052,0.0,2781.1697,2774.41,2704.7473
imageee1566,0.0,2253.6936,2415.9226,3254.2148,0.0,2398.9685,0.0,2439.2131,2333.4192,2274.0674
imageee4778,0.0,2823.1592,3024.0947,4084.3438,0.0,2976.4158,0.0,2957.7744,2919.1008,2856.3494
imageee4954,0.0,2867.4265,3042.726,4135.691,0.0,3023.287,0.0,3085.9004,2980.2607,2906.924
imageee1915,0.0,3009.9043,3233.9023,4375.956,0.0,3211.4756,0.0,3195.876,3111.2642,3054.8145
imageee2738,0.0,2241.5208,2433.3992,3303.7625,0.0,2422.1113,0.0,2293.9282,2353.9773,2271.1536
imageee2321,0.0,3012.21,3227.3103,4412.547,0.0,3216.1487,0.0,3148.977,3158.0344,3066.055
imageee869,0.0,3120.9634,3340.4436,4549.117,0.0,3333.6343,0.0,3260.1729,3245.4568,3166.479
imageee4184,0.0,3243.66,3502.1406,4758.551,0.0,3469.9211,0.0,3345.3923,3417.336,3319.7092
imageee907,0.0,3177.0835,3435.151,4684.9478,0.0,3422.3774,0.0,3234.4133,3303.3162,3226.6555
imageee2094,0.0,2745.1738,2986.6016,4068.3098,0.0,2940.4087,0.0,2731.9846,2870.3064,2811.2422
imageee3925,0.0,2671.3354,2885.7375,3930.0137,0.0,2911.9065,0.0,2774.8362,2807.7397,2707.0767
imageee4103,0.0,2520.9243,2638.4832,3627.0488,0.0,2636.0598,0.0,2594.4626,2586.6238,2529.8538
imageee569,0.0,3012.0166,3272.725,4430.5405,0.0,3256.0466,0.0,3166.1426,3160.9282,3055.62
imageee2212,0.0,2349.0667,2524.768,3444.0771,0.0,2535.4873,0.0,2474.9148,2455.2673,2377.707
imageee2230,0.0,2692.9875,2903.1663,3913.8765,0.0,2900.6013,0.0,2813.0178,2821.047,2733.9546
imageee1317,0.0,3778.271,4069.3992,5546.806,0.0,4050.366,0.0,3897.3455,3938.4536,3841.817
imageee3323,0.0,2973.259,3251.4827,4396.423,0.0,3222.7742,0.0,3060.2007,3109.2515,3023.8428
imageee2509,0.0,1728.3503,1888.2252,2568.7942,0.0,1873.9674,0.0,1795.6716,1822.5442,1771.5613
imageee4224,0.0,3434.381,3725.357,5035.4297,0.0,3693.41,0.0,3599.0376,3614.926,3501.3577
imageee1713,0.0,2994.2952,3226.4019,4362.827,0.0,3194.5396,0.0,3149.3506,3141.9885,3029.6672
imageee2156,0.0,2880.0696,3063.3562,4175.556,0.0,3058.799,0.0,2962.6016,3008.089,2913.488
imageee2077,0.0,2541.0781,2722.283,3675.0095,0.0,2718.497,0.0,2745.979,2634.2175,2597.12
imageee1583,0.0,2183.6575,2345.1326,3205.1418,0.0,2343.0347,0.0,2326.7463,2303.8372,2233.6484
imageee1622,0.0,3846.237,4102.8535,5602.7026,0.0,4074.753,0.0,4086.9597,4024.1218,3901.4028
imageee3911,0.0,3238.558,3496.8818,4720.4414,0.0,3485.701,0.0,3412.017,3349.0513,3271.1184
imageee1208,0.0,3099.9277,3315.8716,4543.343,0.0,3330.5664,0.0,3238.7363,3252.489,3165.923
imageee2693,0.0,2394.389,2554.4045,3508.9006,0.0,2577.5305,0.0,2487.7024,2508.6924,2421.1626
imageee1185,0.0,2187.814,2341.8489,3202.7695,0.0,2319.1724,0.0,2307.191,2287.6177,2216.618
imageee1405,0.0,3537.642,3816.88,5195.25,0.0,3788.2898,0.0,3643.441,3689.2698,3613.1492
imageee280,0.0,2972.0654,3236.2375,4404.4155,0.0,3192.4607,0.0,3042.4348,3118.5476,3041.8901
imageee2334,0.0,1771.247,1931.7186,2634.9346,0.0,1927.3759,0.0,1753.3779,1835.447,1795.4695
imageee3621,0.0,3536.4744,3790.6797,5179.207,0.0,3770.3142,0.0,3709.7717,3706.201,3617.9304
imageee1605,0.0,2421.8113,2610.8296,3559.173,0.0,2585.2954,0.0,2519.4802,2541.618,2484.5005
imageee100,0.0,1809.483,1951.7157,2667.9617,0.0,1943.0311,0.0,1875.5414,1905.7556,1852.3939
imageee3830,0.0,3135.1787,3387.3154,4606.4766,0.0,3373.4646,0.0,3299.2227,3258.8303,3182.6736
imageee3573,0.0,3435.4607,3731.8413,5037.304,0.0,3686.1497,0.0,3644.3262,3585.1355,3471.486
imageee4370,0.0,2743.8145,2876.377,3963.467,0.0,2871.5466,0.0,2966.14,2873.779,2790.5166
imageee3388,0.0,1773.8724,1928.7904,2649.8137,0.0,1869.5432,0.0,1747.1011,1907.4095,1839.8126
imageee4501,0.0,2907.79,3133.0073,4199.294,0.0,3106.6548,0.0,3120.7244,3013.3398,2948.9285
imageee2505,0.0,3404.6653,3683.5881,5002.894,0.0,3646.8992,0.0,3459.056,3551.3164,3466.2537
imageee4409,0.0,2348.7527,2547.8298,3425.8755,0.0,2530.3867,0.0,2471.6785,2453.847,2384.8618
imageee251,0.0,2704.1133,2937.6228,3993.8264,0.0,2912.6477,0.0,2783.7551,2858.8416,2759.3784
imageee1158,0.0,2837.463,3070.2332,4212.8345,0.0,3094.9124,0.0,2950.309,2982.0188,2903.9097
imageee1749,0.0,3376.1982,3656.187,4963.802,0.0,3642.6523,0.0,3497.606,3535.5405,3423.055
imageee2424,0.0,2994.1057,3264.4646,4390.7812,0.0,3197.503,0.0,3164.2231,3116.43,3049.606
imageee4417,0.0,2146.9998,2297.7979,3108.286,0.0,2276.187,0.0,2241.8723,2234.5713,2170.1511
imageee603,0.0,2614.574,2812.9756,3786.0908,0.0,2805.332,0.0,2825.945,2707.5955,2653.9905
imageee2534,0.0,2692.5222,2869.6667,3884.4072,0.0,2841.1958,0.0,2823.7,2787.3408,2729.046
imageee537,0.0,2369.9673,2576.942,3509.1404,0.0,2577.4775,0.0,2393.0876,2482.7417,2425.2336
imageee2068,0.0,1937.6152,2071.6516,2779.547,0.0,2049.1943,0.0,2097.8994,2029.0975,1949.1166
imageee765,0.0,3006.025,3270.808,4427.6016,0.0,3256.5957,0.0,3114.0742,3140.792,3050.3396
imageee4834,0.0,2966.4858,3205.875,4368.2725,0.0,3190.0107,0.0,3097.487,3078.7363,3009.9805
imageee2198,0.0,2766.8425,2959.0786,4043.6946,0.0,2942.2197,0.0,2925.519,2900.2556,2807.6226
imageee2961,0.0,2294.05,2415.9612,3322.9556,0.0,2436.6929,0.0,2462.833,2399.9768,2313.9934
imageee1189,0.0,3397.3757,3626.7007,4949.1226,0.0,3598.5303,0.0,3509.138,3538.8733,3450.6091
imageee2956,0.0,2466.008,2677.7024,3624.7227,0.0,2684.5115,0.0,2541.3606,2593.0112,2497.826
imageee4131,0.0,1373.0986,1508.1642,2031.8423,0.0,1508.8401,0.0,1397.6212,1447.5054,1398.0106
imageee3627,0.0,1050.121,1127.5925,1537.8245,0.0,1130.0026,0.0,1124.0316,1099.588,1064.306
imageee3566,0.0,2958.3684,3213.4143,4370.99,0.0,3179.7004,0.0,2983.246,3088.9844,3011.565
imageee2766,0.0,2378.2307,2531.2622,3473.8062,0.0,2494.9602,0.0,2534.3708,2510.9866,2452.9285
imageee3427,0.0,2400.9336,2586.9238,3502.1707,0.0,2528.8586,0.0,2498.315,2518.9375,2452.9888
imageee878,0.0,2007.9703,2128.5364,2895.6892,0.0,2121.094,0.0,2088.2085,2073.6199,2011.3385
imageee3253,0.0,3285.1597,3513.9272,4798.158,0.0,3491.499,0.0,3480.1147,3436.948,3351.1782
imageee2417,0.0,2954.5757,3183.4846,4279.264,0.0,3108.2087,0.0,3124.135,3082.8357,3019.746
imageee3714,0.0,2632.1204,2847.8774,3884.3193,0.0,2837.946,0.0,2698.179,2753.3535,2674.0947
imageee131,0.0,2747.8826,2976.2622,4031.5886,0.0,2930.9185,0.0,2848.5242,2896.3962,2777.6853
imageee3516,0.0,2387.9348,2590.889,3511.005,0.0,2573.0115,0.0,2456.6602,2486.3813,2414.5032
imageee4708,0.0,2664.2158,2878.8328,3916.1934,0.0,2838.3704,0.0,2731.0938,2775.427,2712.5518
imageee3710,0.0,2902.6228,3143.9368,4213.598,0.0,3109.7478,0.0,3114.5466,3033.4563,2939.0542
imageee415,0.0,2804.3804,3038.643,4159.133,0.0,3002.6516,0.0,2826.8523,2939.8552,2862.772
imageee4256,0.0,1988.749,2119.7444,2917.6504,0.0,2110.1362,0.0,2101.641,2122.1064,1986.9686
imageee2297,0.0,3207.7764,3418.86,4683.324,0.0,3412.6196,0.0,3396.9553,3368.7202,3275.3022
imageee1578,0.0,2447.1191,2642.7175,3585.616,0.0,2626.774,0.0,2488.6428,2521.1245,2481.7236
imageee3513,0.0,2479.6028,2652.3567,3613.057,0.0,2644.9136,0.0,2630.9165,2588.486,2522.7185
imageee1414,0.0,3213.5212,3434.874,4682.311,0.0,3459.7246,0.0,3371.7993,3352.1343,3271.158
imageee1517,0.0,3450.6697,3710.2556,5057.0103,0.0,3692.1787,0.0,3611.4329,3609.2102,3513.549
imageee4395,0.0,1613.5674,1741.6735,2341.7537,0.0,1714.9781,0.0,1677.4594,1699.7692,1620.9718
imageee2208,0.0,2537.0178,2739.3174,3749.343,0.0,2704.313,0.0,2617.78,2677.3816,2595.1685
imageee1006,0.0,2883.6582,3113.3403,4188.091,0.0,3089.588,0.0,3021.9797,3001.3674,2930.2446
imageee1616,0.0,3698.9092,3984.4355,5423.7964,0.0,3965.5935,0.0,3805.215,3856.3677,3765.4883
imageee4847,0.0,2133.5608,2248.7405,3150.3228,0.0,2294.629,0.0,2181.8545,2221.4045,2167.7512
imageee1502,0.0,2452.2976,2653.534,3657.8726,0.0,2673.2546,0.0,2482.8083,2585.2036,2499.9153
imageee1813,0.0,2922.795,3204.9023,4325.585,0.0,3164.6255,0.0,2940.2893,3050.0933,2987.9358
imageee1028,0.0,2565.676,2761.463,3740.272,0.0,2762.601,0.0,2845.031,2704.8875,2633.513
imageee3116,0.0,2749.77,2925.6614,3983.9783,0.0,2916.5933,0.0,2927.9988,2857.576,2797.8152
imageee4195,0.0,2142.9775,2284.9485,3136.5664,0.0,2324.4631,0.0,2311.4185,2272.1611,2166.2969
imageee2399,0.0,3079.8726,3322.4724,4499.5103,0.0,3312.5818,0.0,3182.32,3211.6768,3124.4727
imageee2863,0.0,2626.8179,2848.427,3870.149,0.0,2843.0388,0.0,2691.3206,2758.9004,2657.667
imageee2472,0.0,2835.7847,3099.063,4186.4844,0.0,3088.6213,0.0,2978.5283,3006.2966,2869.4084
imageee2256,0.0,3125.959,3365.4993,4561.9263,0.0,3358.2761,0.0,3283.0474,3261.5112,3192.7449
imageee1464,0.0,2696.7297,2936.939,3997.832,0.0,2910.0398,0.0,2739.8455,2827.882,2754.4292
imageee4624,0.0,2722.5637,2944.6714,4020.2183,0.0,2942.0134,0.0,2772.3738,2849.7283,2762.0999
imageee4186,0.0,2954.9065,3172.1016,4313.1284,0.0,3175.0461,0.0,3066.6052,3058.0383,2987.8743
imageee152,0.0,2920.1155,3172.2417,4318.99,0.0,3148.6448,0.0,3060.5356,3063.818,2975.4133
imageee1351,0.0,2645.6135,2833.7222,3864.4158,0.0,2820.9028,0.0,2731.9624,2755.4807,2692.417
imageee1194,0.0,2280.8499,2460.7397,3364.298,0.0,2442.4734,0.0,2387.974,2402.175,2337.264
imageee2098,0.0,2373.1016,2550.0422,3470.2048,0.0,2552.286,0.0,2463.5444,2478.4878,2418.6663
imageee1376,0.0,2928.1462,3166.1663,4295.3115,0.0,3157.9568,0.0,3079.8198,3043.7378,2973.8657
imageee3989,0.0,2858.2407,3087.6646,4205.431,0.0,3119.8616,0.0,3004.902,2981.1753,2903.873
imageee4562,0.0,3236.3308,3469.7144,4755.603,0.0,3491.1318,0.0,3361.3955,3405.9702,3289.2925
imageee1175,0.0,3085.151,3321.9792,4547.9697,0.0,3333.515,0.0,3170.1265,3236.57,3132.602
imageee989,0.0,2786.769,3032.98,4107.437,0.0,2996.7954,0.0,2784.102,2880.7058,2816.9355
imageee3381,0.0,3118.8252,3355.6965,4561.8086,0.0,3348.871,0.0,3234.4546,3253.0476,3168.2927
imageee3044,0.0,3180.5945,3429.0447,4651.0703,0.0,3442.6064,0.0,3317.6619,3287.1804,3198.7903
imageee1097,0.0,3047.0117,3267.7764,4471.896,0.0,3283.34,0.0,3123.988,3181.0493,3089.5464
imageee2206,0.0,2388.0164,2578.52,3487.655,0.0,2544.675,0.0,2483.9058,2489.5168,2438.19
imageee28,0.0,2305.3118,2492.1843,3400.4426,0.0,2465.918,0.0,2340.628,2412.008,2332.698
imageee668,0.0,2756.8032,2959.7417,4082.747,0.0,2982.5178,0.0,2869.8586,2908.4785,2797.2776
imageee2437,0.0,3668.5251,3951.5095,5382.3354,0.0,3945.813,0.0,3812.6194,3825.892,3734.587
imageee3169,0.0,3202.6897,3465.0928,4707.6924,0.0,3428.038,0.0,3230.128,3315.1892,3248.0732
imageee4524,0.0,2711.774,2931.4949,3955.7832,0.0,2904.0051,0.0,2836.2375,2837.5227,2753.2903
imageee2428,0.0,2857.267,3085.8152,4223.045,0.0,3083.7932,0.0,2950.3965,2999.7883,2927.0703
imageee1688,0.0,2273.6057,2464.4001,3358.2048,0.0,2441.6865,0.0,2377.225,2404.9705,2345.3276
imageee4497,0.0,2628.353,2837.9448,3856.482,0.0,2832.8098,0.0,2721.9873,2773.375,2685.1206
imageee4730,0.0,1785.0566,1935.2238,2628.8708,0.0,1923.282,0.0,1786.9163,1864.241,1831.7012
imageee2550,0.0,2447.3618,2643.3625,3604.7202,0.0,2634.2146,0.0,2479.0789,2555.807,2478.6145
imageee2475,0.0,2886.7407,3116.4236,4250.9365,0.0,3124.9697,0.0,2981.2258,3013.3062,2931.942
imageee4991,0.0,2620.9365,2814.3044,3856.833,0.0,2835.064,0.0,2675.5576,2739.5166,2649.8882
imageee1889,0.0,2865.9004,3123.7703,4253.8604,0.0,3114.8958,0.0,2878.9756,2990.8237,2915.674
imageee3097,0.0,3328.3171,3607.5493,4867.4375,0.0,3572.18,0.0,3487.6755,3468.9292,3368.2693
imageee908,0.0,3290.1853,3543.542,4820.458,0.0,3555.8232,0.0,3403.5173,3430.8237,3359.7595
imageee552,0.0,1420.1583,1522.2347,2070.903,0.0,1502.2922,0.0,1472.7511,1494.0814,1442.0382
imageee3641,0.0,2076.6162,2216.96,3054.9531,0.0,2194.532,0.0,2202.1887,2186.041,2155.6423
imageee4592,0.0,3165.4978,3384.7625,4591.358,0.0,3368.7102,0.0,3331.4307,3288.871,3206.0337
imageee1716,0.0,2768.2505,2960.0056,4049.0989,0.0,2956.559,0.0,2836.5383,2909.1306,2813.4846
imageee1812,0.0,2531.2378,2729.3638,3683.8438,0.0,2708.4048,0.0,2685.742,2637.455,2561.7915
imageee1958,0.0,3089.2632,3339.3245,4530.898,0.0,3323.7979,0.0,3233.3176,3227.423,3151.2476
imageee3032,0.0,3601.7368,3861.9229,5267.1113,0.0,3860.1309,0.0,3801.967,3753.919,3658.2922
imageee334,0.0,3046.1406,3270.122,4494.3945,0.0,3277.9941,0.0,3129.5273,3195.8167,3102.8584
imageee243,0.0,3118.878,3312.758,4500.164,0.0,3280.176,0.0,3279.7107,3264.1353,3190.9812
imageee1736,0.0,2029.8745,2186.511,2975.185,0.0,2171.8555,0.0,2076.0017,2111.3394,2064.0234
imageee4232,0.0,2804.4011,3057.3682,4132.1074,0.0,3057.0586,0.0,2923.2144,2924.682,2840.412
imageee450,0.0,2419.8826,2604.8242,3527.2363,0.0,2597.0525,0.0,2534.7856,2526.0398,2454.6614
imageee1830,0.0,2939.4048,3138.8535,4311.5938,0.0,3145.216,0.0,2962.5803,3057.6672,2963.497
imageee1023,0.0,2388.6182,2568.326,3488.9692,0.0,2550.747,0.0,2548.892,2512.1272,2450.6985
imageee714,0.0,2376.3577,2563.236,3487.6323,0.0,2552.0232,0.0,2573.1875,2509.5398,2430.2898
imageee2978,0.0,3018.9224,3231.8076,4387.4565,0.0,3238.8003,0.0,3182.2139,3121.273,3041.2405
imageee3273,0.0,2867.028,3091.595,4201.441,0.0,3069.0747,0.0,3057.9102,3008.3699,2919.244
imageee3598,0.0,2072.2224,2243.622,3085.3633,0.0,2286.601,0.0,2192.8884,2148.143,2082.1482
imageee3799,0.0,3057.9727,3290.0718,4467.4023,0.0,3262.4294,0.0,3229.476,3201.0566,3095.792
imageee2151,0.0,2338.1768,2501.033,3406.0576,0.0,2485.2925,0.0,2516.9238,2474.3655,2387.2393
imageee3687,0.0,2328.6025,2519.9001,3429.1165,0.0,2503.8806,0.0,2432.698,2444.2336,2371.4895
imageee2030,0.0,3430.8389,3697.1577,5035.461,0.0,3708.6958,0.0,3553.8684,3577.6216,3483.629
imageee4389,0.0,3048.7952,3288.952,4477.985,0.0,3282.4658,0.0,3150.3357,3186.132,3100.8489
imageee4844,0.0,2290.594,2481.0732,3359.294,0.0,2454.189,0.0,2402.5059,2412.025,2323.401
imageee3610,0.0,3748.6104,4077.68,5495.3906,0.0,4026.569,0.0,3868.7722,3901.1494,3788.1794
imageee3081,0.0,2055.8225,2213.1023,2991.604,0.0,2216.1416,0.0,2169.589,2155.1936,2087.562
imageee4601,0.0,1881.7375,2000.1543,2724.5002,0.0,1988.3219,0.0,1911.7284,1960.9799,1882.833
imageee4911,0.0,2247.8347,2438.5388,3333.8928,0.0,2454.9976,0.0,2328.2773,2355.0527,2278.536
imageee2731,0.0,1979.1019,2121.7822,2880.8635,0.0,2117.3035,0.0,2139.665,2050.1313,2008.4663
imageee2058,0.0,1712.3899,1828.442,2481.3115,0.0,1823.4663,0.0,1828.6608,1805.7242,1754.2493
imageee4192,0.0,2330.5222,2532.0298,3434.4436,0.0,2524.2883,0.0,2419.1853,2437.8953,2366.1643
imageee4057,0.0,2840.7368,3094.9531,4173.8164,0.0,3055.1604,0.0,3001.9507,2963.4492,2895.4036
imageee2361,0.0,2930.5266,3199.2336,4324.224,0.0,3179.4082,0.0,3062.1216,3077.6758,2978.9182
imageee1519,0.0,2722.9504,2953.6436,4048.3428,0.0,2979.95,0.0,2849.2505,2857.8745,2757.768
imageee533,0.0,2784.057,3011.591,4064.488,0.0,2996.63,0.0,2989.6016,2920.4043,2837.9885
imageee3855,0.0,3265.4875,3518.644,4769.112,0.0,3507.838,0.0,3482.3818,3411.5662,3350.1501
imageee3451,0.0,3844.41,4135.8354,5620.076,0.0,4117.476,0.0,4012.558,4008.9236,3907.4714
imageee2073,0.0,2800.0278,3011.1448,4097.9487,0.0,2993.6287,0.0,2926.5972,2926.379,2850.3538
imageee998,0.0,1882.4261,1978.5408,2716.1367,0.0,1992.0543,0.0,2012.811,1942.346,1888.3474
imageee3265,0.0,3301.8938,3541.938,4811.452,0.0,3519.681,0.0,3490.3745,3446.437,3359.6643
imageee211,0.0,2843.2197,3082.013,4181.795,0.0,3059.387,0.0,2902.0046,2980.0078,2887.8284
imageee426,0.0,2139.1694,2280.24,3133.697,0.0,2269.8381,0.0,2250.955,2253.3047,2170.152
imageee13,0.0,2782.927,3018.3706,4094.718,0.0,2995.861,0.0,2924.9294,2925.7922,2840.2124
imageee4646,0.0,2757.1406,2965.3108,4016.417,0.0,2953.458,0.0,2917.3984,2857.8591,2801.2368
imageee716,0.0,2502.4592,2747.1677,3682.08,0.0,2714.0925,0.0,2585.3027,2650.0842,2560.3442
imageee1607,0.0,2570.0532,2762.2654,3734.991,0.0,2726.676,0.0,2776.5981,2674.7605,2603.217
imageee2861,0.0,3197.371,3438.9648,4681.2344,0.0,3431.1482,0.0,3406.4707,3348.433,3244.7122
imageee3363,0.0,2435.247,2588.6675,3521.1335,0.0,2591.324,0.0,2581.9387,2533.8896,2460.853
imageee2076,0.0,1189.2335,1266.4185,1728.8218,0.0,1260.3365,0.0,1272.8175,1245.5195,1209.2913
imageee1450,0.0,2996.3708,3256.9707,4455.323,0.0,3237.539,0.0,3020.3342,3153.019,3057.1404
imageee1404,0.0,3307.0544,3569.958,4852.997,0.0,3554.9607,0.0,3461.3638,3476.6719,3374.224
imageee860,0.0,2965.4836,3202.478,4346.664,0.0,3221.5312,0.0,3096.5303,3079.7126,3007.49
imageee1989,0.0,2740.6226,2955.071,4016.105,0.0,2935.8442,0.0,2886.6853,2879.0325,2802.6218
imageee2364,0.0,2270.7139,2460.2002,3345.13,0.0,2462.9238,0.0,2421.0403,2362.9644,2293.1462
imageee418,0.0,3147.2925,3353.7158,4554.213,0.0,3330.6855,0.0,3298.932,3295.3403,3189.15
imageee3277,0.0,2817.8364,3075.0417,4188.6953,0.0,3072.4246,0.0,2923.8833,2977.7346,2887.8604
imageee4435,0.0,3093.7666,3358.367,4550.805,0.0,3343.559,0.0,3125.183,3237.6436,3161.3755
imageee728,0.0,2243.2415,2418.5615,3285.0737,0.0,2395.365,0.0,2339.546,2337.95,2290.7644
